CellType,CpdName,IC50,Concentration1,Concentration2,Concentration3,Concentration4,Concentration5,Concentration6,Concentration7,Concentration8,Concentration9
Lung,ZT-02-092-01,-0.816016,0.4234,0.3791,0.4056,0.4002,0.3939,0.4702,0.6546,0.8001,0.8268
Lung,ZT-02-092-01,1.041759,0.52,0.5029,0.5058,0.5253,0.6374,0.8335,0.9226,0.9326,1.0666
Lung,ZT-02-092-01,6.397183,1.0122,0.9826,0.8387,0.6209,0.4955,0.4524,0.8589,0.8866,1.0442
Lung,ZT-02-092-01,6.10713,0.9364,1.0191,0.9104,0.9507,0.9404,0.9758,0.9441,0.9488,0.9889
Lung,ZT-02-092-01,0.648391,0.4163,0.4547,0.3863,0.4207,0.4329,0.6802,0.9061,0.9529,0.9679
Lung,ZT-02-092-01,-0.070979,0.4076,0.4422,0.3996,0.4939,0.4419,0.5836,0.7564,1.0848,1.0928
Lung,ZT-02-092-01,0.965215,0.4038,0.4476,0.5023,0.6775,0.6311,0.8092,0.8819,1.0438,1.0978
Lung,ZT-02-092-01,1.966956,0.6244,0.5999,0.5936,0.5968,0.6886,0.9208,0.9956,1.0007,1.0023
Lung,ZT-02-092-01,1.098914,0.5184,0.4718,0.5454,0.5816,0.6353,0.7639,0.9294,0.9926,1.0346
Lung,ZT-02-092-01,1.402341,0.5914,0.5568,0.5707,0.6054,0.7794,0.8399,0.8527,0.9224,1.0114
Lung,ZT-02-092-01,3.596777,0.6428,0.7303,0.742,0.707,0.7165,0.8039,0.8594,0.9033,1.1449
Lung,ZT-02-092-01,2.964314,0.6701,0.6742,0.6077,0.5296,0.7697,0.7653,0.9295,1.1344,1.1722
Lung,ZT-02-092-01,1.693213,0.583,0.6195,0.5292,0.6941,0.6727,0.8911,1.0607,1.1246,1.0242
Lung,ZT-02-092-01,6.554995,0.9733,0.9825,0.9502,0.9665,0.967,1.0021,0.9781,1.0004,0.9947
Lung,ZT-02-092-01,2.349864,0.7318,0.6832,0.6683,0.7021,0.7897,0.9144,0.9724,0.9789,0.9966
Lymphoma,ZT-02-092-01,1.992957,0.6046,0.5885,0.63,0.7646,0.7437,0.9022,1.0208,1.0246,1.0473
Lung,ZT-02-092-01,0.134027,0.2986,0.3146,0.3076,0.3484,0.5306,0.8431,1.0492,0.9766,1.24
Lung,ZT-02-092-01,2.92844,0.691,0.6637,0.6405,0.5431,0.5812,0.9398,1.0941,1.0791,1.0862
Lung,ZT-02-092-01,2.610769,0.6243,0.6015,0.6759,0.6487,0.7179,0.8346,0.9918,0.8704,1.0271
Lymphoma,ZT-02-092-01,1.732915,0.4478,0.6114,0.6049,0.6996,0.6714,0.8146,0.9818,0.9881,1.1567
Lung,ZT-02-092-01,1.558929,0.3985,0.5112,0.6986,0.6677,0.7579,1.0821,1.1609,1.1049,1.1845
Lung,ZT-02-092-01,3.402251,0.761,0.6978,0.6579,0.6725,0.9145,0.8841,0.8866,0.9112,1.0278
Lung,ZT-02-092-01,3.754505,0.7479,0.8065,0.7169,0.752,0.9797,1.0107,1.0693,0.9356,1.0426
Lung,ZT-02-092-01,2.365735,0.5964,0.6049,0.6491,0.7758,0.8472,0.9027,0.9498,1.0187,1.0613
Lung,ZT-02-092-01,1.400934,0.6551,0.4712,0.3915,0.5364,0.8377,0.9881,1.0064,0.9861,1.0252
Lung:NSCLC,ZT-02-092-01,0.72383,0.5817,0.5892,0.5465,0.5318,0.574,0.6671,0.8338,0.944,0.9797
Lymphoma,ZT-02-092-01,-0.128134,0.204,0.321,0.3268,0.4182,0.4134,0.6519,0.8744,1.0426,1.0258
Lung,ZT-02-092-01,2.061668,0.5376,0.6115,0.6298,0.6355,0.6275,0.8783,0.9457,0.9756,0.935
Lung,ZT-02-092-01,1.859703,0.5192,0.5649,0.5619,0.6398,0.834,0.9607,0.9915,1.0337,0.9282
Lung:NSCLC,ZT-02-092-01,3.733505,0.6781,0.7687,0.7612,0.7108,0.6286,0.7058,0.9454,0.9647,1.0363
Lung:NSCLC,ZT-02-092-01,1.994005,0.4807,0.5565,1.0407,0.8164,0.8062,0.9842,1.078,1.0306,1.0451
Lung:NSCLC,ZT-02-092-01,1.379873,0.4497,0.4755,0.5284,0.7122,0.7709,0.9098,1.0493,1.0412,1.0664
Lung:NSCLC,ZT-02-092-01,2.973138,0.6227,0.7153,0.7413,0.7041,0.7802,0.9359,1.0113,0.9717,1.1153
Lung,ZT-02-092-01,1.921765,0.5131,0.5475,0.6875,0.5664,0.6329,0.8121,0.9301,1.0236,1.3257
Lung,ZT-02-092-01,3.553478,0.6477,0.6454,0.6683,0.691,0.6858,0.7296,0.7982,0.8485,1.1513
Pleura,ZT-02-092-01,1.448671,0.3977,0.5284,0.6567,0.5825,0.6756,0.8502,1.1335,1.1316,1.1648
Lung,ZT-02-092-01,0.651721,0.4656,0.4122,0.4491,0.4785,0.6684,0.8943,1.1221,1.0025,1.0678
Lung,ZT-02-092-01,1.048047,0.6138,0.4767,0.496,0.5335,0.7678,0.9831,0.9248,1.0496,0.9835
Lung,ZT-02-092-01,1.06095,0.4788,0.5021,0.5489,0.5287,0.5535,0.6171,0.8476,1.0001,1.0097
Lung,ZT-02-092-01,5.396406,0.9065,0.8854,0.9765,0.9585,0.9965,0.9283,0.9218,0.9969,0.8815
Lung,ZT-02-092-01,1.018812,0.5086,0.4832,0.4784,0.5696,0.445,0.5122,0.7253,0.9214,0.9337
Lung,ZT-02-092-01,3.662582,0.7775,0.7742,0.8007,0.6836,0.9392,1.0556,1.0869,1.0622,1.0563
Lung,ZT-02-092-01,1.924241,0.5402,0.5555,0.5872,0.5421,0.5754,0.7842,0.9452,0.9461,1.137
Lung,ZT-02-092-01,-1.033568,0.0613,0.0642,0.0818,0.0902,0.2896,0.6048,0.9363,1.0037,1.0653
Lung,ZT-02-092-01,0.708336,0.3716,0.4567,0.4615,0.5125,0.4551,0.6697,0.8799,1.0702,1.0737
Lung:NSCLC,ZT-02-092-01,4.638321,0.7831,0.7878,0.8176,0.824,0.9091,0.9121,0.9885,0.9408,1.016
Lung:NSCLC,ZT-02-092-01,4.403449,0.7353,0.7647,0.7549,0.7848,0.8017,0.8329,0.981,0.9815,1.0134
Lung:NSCLC,ZT-02-092-01,4.402335,0.813,0.8526,0.8747,0.96,0.9046,0.948,0.9761,1.0728,1.1472
Lung:NSCLC,ZT-02-092-01,2.431695,0.5881,0.6142,0.6516,0.637,0.823,0.9112,0.9937,0.9044,1.0705
Lung:NSCLC,ZT-02-092-01,3.672054,0.7687,0.7592,0.9732,0.652,0.8537,1.0323,1.0324,1.0895,1.1019
Lung:NSCLC,ZT-02-092-01,1.668398,0.3574,0.3011,0.2977,0.3217,0.9041,1.0161,0.9889,0.9742,1.0523
Lung:NSCLC,ZT-02-092-01,4.328431,0.7827,0.8083,0.8007,0.8217,0.8428,0.9156,1.0298,1.0762,1.0953
Lung:NSCLC,ZT-02-092-01,3.42862,0.6861,0.7476,0.6718,0.6955,0.7254,0.961,0.8721,0.837,0.9761
Lung:NSCLC,ZT-02-092-01,1.977182,0.5647,0.644,0.6952,0.827,0.8262,1.012,0.9527,1.0718,1.0099
Lung:NSCLC,ZT-02-092-01,1.946358,0.4466,0.6021,0.7049,0.7997,0.7316,0.7486,1.002,1.034,1.0948
UrinaryTrack,ZT-02-092-01,-0.618554,0.2057,0.2703,0.3372,0.3605,0.3666,0.428,0.6718,0.9253,1.0027
Lymphoma,ZT-02-092-01,-1.229733,0.126,0.135,0.1575,0.1592,0.2967,0.5645,0.8087,0.8964,0.9483
Lung:NSCLC,ZT-02-092-01,1.258506,0.3452,0.3302,0.3436,0.4637,0.5077,1.002,0.9431,0.9966,1.0332
Brain,ZT-02-092-01,1.32512,0.4259,0.5234,0.5386,0.6152,0.652,0.5954,1.0923,1.0196,1.0576
Skin,ZT-02-092-01,1.864659,0.5653,0.5362,0.5532,0.6207,0.6528,0.7016,0.905,0.9096,0.9655
Head & Neck,ZT-02-092-01,1.180261,0.3842,0.7215,0.5216,0.666,0.7057,0.7553,0.8627,0.8486,1.1106
Miscellaneous,ZT-02-092-01,0.708156,0.5351,0.6055,0.5328,0.5724,0.6199,0.7438,0.8483,1.064,1.0583
Kidney,ZT-02-092-01,4.259137,0.8038,0.8015,0.7612,0.9457,0.8471,0.8556,1.0957,0.9108,1.1609
Kidney,ZT-02-092-01,1.888338,0.6056,0.5984,0.5731,0.5843,0.675,0.8229,0.9723,1.0577,1.1517
Nervous System,ZT-02-092-01,5.107277,0.9084,0.8662,0.9532,0.8105,1.0068,0.9983,0.9893,1.0199,0.993
Nervous System,ZT-02-092-01,5.677337,0.9024,0.8642,0.8758,0.9033,0.9503,0.9486,1.0253,0.9983,0.9915
Leukemia,ZT-02-092-01,-5.472578,0.2193,0.2545,0.2145,0.2124,0.2158,0.2475,0.3101,0.6606,0.9161
Brain,ZT-02-092-01,0.239736,0.3645,0.3822,0.4703,0.442,0.4932,0.6344,0.8007,0.9826,0.9962
Lung:NSCLC,ZT-02-092-01,2.905514,0.693,0.6616,0.6879,0.7206,0.781,0.7859,0.9989,1.0539,1.0675
Leukemia,ZT-02-092-01,-2.387689,0.0671,0.071,0.0744,0.069,0.0932,0.16,0.2897,0.624,0.8747
Head & Neck,ZT-02-092-01,-1.079388,0.2097,0.1887,0.2058,0.2125,0.3708,0.4395,0.8883,1.0232,1.088
Head & Neck,ZT-02-092-01,3.260768,0.6792,0.7282,0.7451,0.9155,0.8112,0.8889,1.041,1.0541,1.0622
Kidney,ZT-02-092-01,4.041445,0.7548,0.8041,0.8077,0.7698,0.7806,0.8275,0.9518,0.9202,1.1949
Leukemia,ZT-02-092-01,-1.100114,0.0747,0.1246,0.3426,0.2709,0.4458,0.5152,0.6049,0.7128,0.9873
Brain,ZT-02-092-01,-0.168338,0.3609,0.3528,0.3691,0.353,0.5045,0.6356,0.9695,0.9885,1.1598
Brain,ZT-02-092-01,-0.319955,0.4091,0.3747,0.3269,0.3422,0.5022,0.5259,0.9176,1.0321,1.1056
Leukemia,ZT-02-092-01,-2.327297,0.0807,0.078,0.0891,0.0989,0.1257,0.1789,0.3825,0.6883,0.9089
Lung:NSCLC,ZT-02-092-01,0.544074,0.3723,0.4397,0.3969,0.5464,0.4493,0.4117,0.7379,0.9745,1.053
Brain,ZT-02-092-01,1.149654,0.4386,0.54,0.5521,0.6494,0.6493,0.7136,0.9457,1.0128,0.897
Lung:NSCLC,ZT-02-092-01,2.420857,0.4919,0.4633,1.0507,0.8136,0.9196,1.0521,0.9307,1.1354,1.088
Lung:NSCLC,ZT-02-092-01,3.455355,0.6647,0.7069,0.7134,0.7492,0.8114,0.8358,0.988,0.936,0.9959
Thyroid,ZT-02-092-01,3.710009,0.638,0.7035,0.6808,0.6945,0.7459,0.7137,0.8144,0.9428,0.9443
Intestine,ZT-02-092-01,-0.29845,0.1987,0.2865,0.3481,0.367,0.4941,0.6674,1.0134,1.0591,1.0562
Lung,ZT-02-092-01,5.32207,0.8587,0.8995,0.9183,0.8594,0.853,0.9183,0.9629,0.889,0.905
Skin,ZT-02-092-01,2.986334,0.5953,0.6935,0.6238,0.6444,0.6503,0.6357,0.7179,0.8206,0.8679
Skin,ZT-02-092-01,3.085303,0.8458,0.7504,0.7004,0.6982,0.6097,0.822,0.9139,1.0353,1.0456
Intestine,ZT-02-092-01,5.193376,0.7399,0.759,0.7893,0.8176,0.8104,0.7949,0.8678,0.9109,0.9149
Brain,ZT-02-092-01,-0.148144,0.3708,0.3449,0.3244,0.3518,0.4979,0.7851,0.9166,0.9871,1.117
Brain,ZT-02-092-01,2.41913,0.553,0.6131,0.6551,0.6325,0.6954,0.7737,0.9101,0.8731,0.9525
Brain,ZT-02-092-01,-0.827722,0.2706,0.2952,0.3,0.3327,0.3888,0.5646,0.798,0.9207,0.9841
Lung:NSCLC,ZT-02-092-01,0.199976,0.4093,0.3401,0.3295,0.4668,0.7222,0.8428,1.2041,1.0315,1.0116
Brain,ZT-02-092-01,0.236942,0.4029,0.3563,0.3825,0.5177,0.5759,0.7872,0.8958,1.0817,1.0006
Brain,ZT-02-092-01,2.338483,0.6189,0.5781,0.625,0.7146,0.7153,0.8532,0.8549,0.8841,1.0435
Brain,ZT-02-092-01,-0.396941,0.308,0.2812,0.2995,0.3489,0.5189,0.7404,0.8458,0.9482,0.9494
Leukemia,ZT-02-092-01,-3.293128,0.1332,0.1371,0.1524,0.1604,0.2064,0.2735,0.3772,0.7106,0.9501
Skin,ZT-02-092-01,2.555534,0.63,0.6342,0.621,0.6483,0.7089,0.6968,0.9639,0.9651,1.1684
Lymphoma,ZT-02-092-01,5.311519,0.9131,0.8727,0.8672,0.8688,0.8733,0.8741,0.9063,0.8497,1.0961
UrinaryTrack,ZT-02-092-01,4.3879,0.7484,0.8166,0.8676,0.812,0.8169,0.8615,0.8865,0.9983,0.9934
Esophagus,ZT-02-092-01,3.330857,0.6588,0.6812,0.643,0.5157,0.6717,0.7952,0.924,0.9455,0.9424
Lung:NSCLC,ZT-02-092-01,1.421333,0.5061,0.5248,0.5668,0.6735,0.5844,0.6815,0.8658,0.9796,1.1215
Lung:NSCLC,ZT-02-092-01,2.590314,0.6118,0.6286,0.6747,0.7593,0.7757,0.8899,0.9467,0.9609,1.1181
Leukemia,ZT-02-092-01,-0.7931,0.1952,0.1973,0.2496,0.3369,0.4783,0.5991,0.7272,0.8577,0.9488
Leukemia,ZT-02-092-01,3.100319,0.6437,0.6994,0.6657,0.6752,0.614,0.7162,0.9771,1.014,1.0429
Bone,ZT-02-092-01,-0.652118,0.285,0.3454,0.3525,0.3326,0.287,0.3335,0.5472,0.9423,0.9713
Bone,ZT-02-092-01,2.690977,0.6441,0.5895,0.6512,0.6675,0.6738,0.6446,0.7928,0.8909,0.9268
Bone,ZT-02-092-01,4.868116,0.7456,1.1106,1.5347,0.9668,1.193,1.2038,0.7472,0.8925,1.0357
Bone,ZT-02-092-01,3.869538,0.6846,0.8397,0.7043,0.7741,0.7678,0.7832,0.9461,0.9528,0.9657
Bone,ZT-02-092-01,0.036761,0.1644,0.1861,0.175,0.185,0.2169,0.9601,1.0444,1.087,0.987
Bone,ZT-02-092-01,0.999058,0.2366,0.2313,0.7864,0.2293,0.2197,0.2532,1.1445,0.8542,0.924
Biliary Tract,ZT-02-092-01,-0.300628,0.435,0.4101,0.3,0.3518,0.283,0.6098,0.836,1.008,1.1124
Lung:NSCLC,ZT-02-092-01,-0.63399,0.2131,0.2738,0.2963,0.3498,0.3029,0.4436,0.7875,0.8946,1.1308
Bone,ZT-02-092-01,2.415109,0.5608,0.6068,0.6439,0.6783,0.7705,0.8498,0.8149,0.8993,0.9373
Bone,ZT-02-092-01,-2.67663,0.0886,0.0863,0.0922,0.0874,0.0855,0.1112,0.2413,0.4973,1.0402
Bone,ZT-02-092-01,0.09104,0.1971,0.2418,0.1987,0.2616,0.4817,1.0434,0.9908,0.9442,1.0656
Bone,ZT-02-092-01,-3.110753,0.1857,0.2278,0.2457,0.2398,0.2571,0.3064,0.4517,0.7105,0.858
Bone,ZT-02-092-01,-1.829681,0.2603,0.2989,0.3056,0.3476,0.3731,0.398,0.6037,0.8116,1.1467
Bone,ZT-02-092-01,4.034124,0.735,0.7561,0.7875,0.8456,0.8792,0.8997,0.989,0.9846,1.0291
Bone,ZT-02-092-01,-0.690163,0.2859,0.3705,0.33,0.4701,0.5603,0.5637,0.6892,0.8937,1.0187
Bone,ZT-02-092-01,-0.339504,0.2121,0.2097,0.2546,0.3431,0.5995,0.8533,0.9142,1.0644,1.1019
Lung:NSCLC,ZT-02-092-01,0.773347,0.4036,0.459,0.4756,0.5305,0.4877,0.5898,0.8389,0.9715,1.048
Skin,ZT-02-092-01,4.412906,0.8149,0.7683,0.7511,0.8245,0.8346,0.785,1.0281,1.0327,1.0169
Brain,ZT-02-092-01,1.232181,0.3933,0.5036,0.5714,0.6806,0.7521,0.7338,0.7512,1.0441,1.1227
Stomach,ZT-02-092-01,1.308884,0.415,0.6128,0.5318,0.6416,0.703,0.637,0.9013,0.9879,0.9859
Stomach,ZT-02-092-01,3.978411,0.6983,0.741,0.7397,0.7381,0.7282,0.8426,0.8975,0.9609,0.941
Brain,ZT-02-092-01,-0.321071,0.241,0.195,0.3211,0.4849,0.4662,0.552,0.7796,1.0261,1.1517
Nervous System,ZT-02-092-01,0.597697,0.4767,0.4779,0.5072,0.517,0.5636,0.6143,0.6004,0.8149,1.0222
Leukemia,ZT-02-092-01,0.546571,0.3736,0.4051,0.4325,0.4688,0.6141,0.8294,0.7927,1.0364,1.127
Stomach,ZT-02-092-01,-1.80514,0.0839,0.0855,0.0956,0.1238,0.1497,0.283,0.6376,0.8309,0.9932
Kidney,ZT-02-092-01,3.564948,0.7931,0.7387,0.7801,0.8068,0.8107,0.8972,1.0241,1.0131,1.0251
Leukemia,ZT-02-092-01,-1.907145,0.1223,0.1216,0.1249,0.1211,0.1346,0.2457,0.5495,0.9369,1.1212
Lung:NSCLC,ZT-02-092-01,1.493892,0.5187,0.5101,0.5965,0.582,0.5747,0.6655,0.6992,0.8841,0.9572
Intestine,ZT-02-092-01,1.679657,0.4251,0.5475,0.5629,0.8248,0.8056,0.7065,0.8513,1.0643,1.111
Head & Neck,ZT-02-092-01,-0.920863,0.3536,0.3299,0.3026,0.3195,0.3637,0.3635,0.6819,0.969,1.0221
Lung:NSCLC,ZT-02-092-01,5.290038,0.9177,0.8774,0.8374,0.8757,0.8627,0.8473,1.0631,0.9039,1.0649
Skin,ZT-02-092-01,0.932103,0.4189,0.4912,0.4995,0.5904,0.62,0.6968,0.8148,0.9175,0.9338
Intestine,ZT-02-092-01,-1.972656,0.2264,0.2337,0.2211,0.2145,0.2961,0.3336,0.6402,0.8965,1.0492
Lung:NSCLC,ZT-02-092-01,4.801834,0.8241,0.8509,0.8405,0.8561,0.8689,0.8795,0.976,0.8646,0.9313
Nervous System,ZT-02-092-01,-1.239015,0.1714,0.2066,0.2605,0.2939,0.2095,0.237,0.3906,0.7873,0.9161
Skin,ZT-02-092-01,3.561461,0.7029,0.7254,0.7504,0.73,1.0382,0.8205,0.8326,1.0432,0.9269
Pleura,ZT-02-092-01,2.335763,0.5314,0.6436,0.6503,0.7364,0.8279,0.8157,0.8619,1.0202,1.0271
Lung,ZT-02-092-01,-1.943614,0.1049,0.0928,0.09,0.1019,0.1102,0.2554,0.4958,0.8764,0.9821
Lung:NSCLC,ZT-02-092-01,4.545119,0.8736,0.8172,0.6953,0.8212,1.0181,0.9374,1.1655,1.0116,1.0524
Leukemia,ZT-02-092-01,7.779726,1.1507,1.2014,1.328,1.1264,1.1677,1.1999,1.111,1.0569,1.0502
Leukemia,ZT-02-092-01,3.589211,0.7348,0.8326,0.7991,0.9117,0.9105,1.0366,1.1063,1.1434,1.1397
Thyroid,ZT-02-092-01,0.144347,0.3838,0.3794,0.4239,0.5178,0.5497,0.6517,0.9427,0.9944,1.0303
Brain,ZT-02-092-01,1.238431,0.4327,0.4793,0.5471,0.6157,0.7255,0.5834,0.8558,1.046,1.052
Ovary,ZT-02-092-01,0.428227,0.295,0.3146,0.3788,0.3372,0.407,0.9028,0.9481,0.9777,1.0035
Brain,ZT-02-092-01,1.780609,0.5632,0.5762,0.5892,0.608,0.705,0.8573,1.0392,1.0657,1.0834
Brain,ZT-02-092-01,2.035543,0.5599,0.5679,0.6206,0.5828,0.6734,0.8864,1.005,1.0815,1.0173
Intestine,ZT-02-092-01,0.330094,0.2856,0.3894,0.432,0.5276,0.569,0.5251,0.8539,0.9087,1.1136
Brain,ZT-02-092-01,4.712007,0.8441,0.8725,0.7602,0.9181,0.8072,0.9475,1.0506,1.0685,1.0622
Lung:NSCLC,ZT-02-092-01,3.040703,0.6535,0.6765,0.6885,0.6709,0.6815,0.8141,0.9549,1.0526,0.9971
Brain,ZT-02-092-01,4.250131,0.7876,0.7983,0.9038,0.8355,0.881,0.9226,0.9769,1.0759,1.0691
Nervous System,ZT-02-092-01,-2.074391,0.1055,0.1119,0.1179,0.1314,0.1522,0.175,0.4603,0.7836,0.9655
Brain,ZT-02-092-01,0.62443,0.3362,0.4048,0.4029,0.5933,0.5961,0.8173,0.9496,1.0341,1.1651
Ovary,ZT-02-092-01,2.802326,0.692,0.6657,0.6636,0.7133,0.8514,0.8253,1.0279,1.0028,1.0052
Nervous System,ZT-02-092-01,-0.320869,0.3444,0.3531,0.396,0.5324,0.6042,0.6749,0.7014,0.8981,1.0635
Kidney,ZT-02-092-01,2.855034,0.6109,0.657,0.6703,0.7422,0.723,0.7857,0.9605,0.8771,1.1608
Kidney,ZT-02-092-01,3.238945,0.657,0.6984,0.7343,0.8227,0.8209,0.7646,0.9221,1.0298,1.1967
Skin,ZT-02-092-01,2.114002,0.4797,0.5958,0.6892,0.7381,0.6963,0.7166,0.7589,0.8464,0.9694
Skin,ZT-02-092-01,3.652765,0.7051,0.7151,0.6875,0.663,0.736,0.8398,0.9346,1.0046,0.9828
Lung,ZT-02-092-01,0.877967,0.4767,0.5949,0.5481,0.5352,0.6051,0.7851,0.9102,1.1275,1.1861
Lymphoma,ZT-02-092-01,-0.211228,0.151,0.2065,0.195,0.1962,0.1976,0.4399,0.8084,1,0.9496
Head & Neck,ZT-02-092-01,-0.850612,0.2195,0.3684,0.3718,0.3498,0.425,0.4248,0.6058,0.8555,0.9418
UrinaryTrack,ZT-02-092-01,4.273818,0.7648,0.8217,0.723,0.6668,0.6484,0.6538,0.8862,0.9493,1.1214
UrinaryTrack,ZT-02-092-01,2.251813,0.5742,0.6138,0.6805,0.6167,0.6185,0.8728,1.1017,1.1085,1.1484
Kidney,ZT-02-092-01,4.923194,0.9009,0.817,0.8081,1.094,0.8554,1.0958,1.0402,0.9733,1.0698
Lung:NSCLC,ZT-02-092-01,5.189558,0.8769,0.89,0.8059,0.8615,0.8646,0.8327,0.9664,0.8836,0.8174
Skin,ZT-02-092-01,4.855333,0.7075,0.8928,0.8075,0.7958,0.8032,0.7815,0.9369,0.9682,0.9729
Intestine,ZT-02-092-01,4.858883,0.7877,0.786,0.7612,0.7348,0.7252,0.7748,0.9612,1.0025,1.0225
Intestine,ZT-02-092-01,5.167693,0.9034,0.9035,1.0422,0.8928,0.955,0.9803,1.0675,1.0872,1.001
Intestine,ZT-02-092-01,1.705819,0.4802,0.5797,0.595,0.6427,0.612,0.6761,0.9021,1.0502,1.0462
Intestine,ZT-02-092-01,1.551784,0.4793,0.523,0.5561,0.5583,0.5314,0.642,0.9859,1.0169,1.1003
Lung,ZT-02-092-01,1.247228,0.6548,0.5712,0.5219,0.5575,0.6885,0.8032,0.9119,0.984,1.0658
Lung,ZT-02-092-01,2.17251,0.6874,0.6877,0.5656,0.6207,0.6966,0.8383,0.8194,0.9747,1.0178
Lung,ZT-02-092-01,4.74509,0.8205,0.9055,0.9208,0.8481,0.8736,0.9878,0.9946,1.0261,1.1196
Lung,ZT-02-092-01,3.816795,0.7305,0.7395,0.7504,0.9877,0.7889,0.8766,0.8813,1.0594,0.9333
Lung:NSCLC,ZT-02-092-01,5.287242,0.8683,0.8642,0.88,0.8046,0.8309,0.9461,0.8705,0.893,0.9991
Miscellaneous,ZT-02-092-01,2.384932,0.6251,0.6124,0.6267,0.6216,0.6524,0.8995,1.0638,0.9375,1.2266
Leukemia,ZT-02-092-01,-0.629035,0.1779,0.1584,0.2051,0.3336,0.5124,0.3908,0.7229,1.0531,1.0855
Skin,ZT-02-092-01,3.321011,0.6231,0.7243,0.7782,0.7918,0.7819,0.8155,0.9437,0.9963,0.97
Leukemia,ZT-02-092-01,2.346403,0.5636,0.5878,0.7659,0.6927,0.72,0.9157,0.9975,1.0297,1.0602
Pleura,ZT-02-092-01,1.424644,0.396,0.5022,0.5866,0.6976,0.8207,0.7995,0.8768,1.0574,1.0819
Leukemia,ZT-02-092-01,3.395255,0.6607,0.7182,0.6613,0.768,1.1641,0.8683,0.736,1.0202,1.0367
Pancreas,ZT-02-092-01,0.184278,0.3019,0.3311,1.1168,0.4869,0.4475,0.419,0.7559,1.0646,1.0643
Skin,ZT-02-092-01,2.857365,0.5878,0.667,0.7069,0.708,0.6992,0.7596,0.8496,0.99,1.0173
Lung:NSCLC,ZT-02-092-01,4.462218,0.8559,0.8411,1.0358,0.9788,1.0335,1.0118,1.0226,0.988,1.0054
Lung:NSCLC,ZT-02-092-01,3.809952,0.8322,0.7905,0.7331,0.7035,0.8007,0.9674,0.9958,0.9794,0.9778
Skin,ZT-02-092-01,4.327864,0.7103,0.7197,0.7443,0.7761,0.721,0.7841,0.8782,1.0468,0.9924
Nervous System,ZT-02-092-01,-1.730116,0.1971,0.1947,0.2022,0.2346,0.2962,0.405,0.5917,0.8268,0.9561
Nervous System,ZT-02-092-01,-0.821356,0.4115,0.4253,0.3751,0.4167,0.3618,0.4066,0.643,0.8089,1.0469
Nervous System,ZT-02-092-01,-0.412145,0.2772,0.262,0.278,0.3391,0.5207,0.6416,0.9206,1.0456,1.0761
Nervous System,ZT-02-092-01,-1.290875,0.1902,0.1829,0.2398,0.2207,0.2522,0.4534,0.9732,0.7704,0.9983
Nervous System,ZT-02-092-01,3.041382,0.6431,0.8022,0.9216,0.8702,0.9338,0.8974,1.0701,1.055,1.1144
Nervous System,ZT-02-092-01,-1.542395,0.3678,0.402,0.4099,0.4214,0.4653,0.4245,0.6261,0.8433,1.0847
Nervous System,ZT-02-092-01,-1.300686,0.3995,0.3541,0.3347,0.3081,0.3114,0.3898,0.6063,0.8567,0.9284
Nervous System,ZT-02-092-01,0.568512,0.4134,0.4734,0.4397,0.5257,0.5248,0.5782,1.0151,0.9888,1.0955
Nervous System,ZT-02-092-01,1.041256,0.3706,0.4988,0.5333,0.6081,0.7055,0.6806,0.923,0.7454,0.9293
Nervous System,ZT-02-092-01,1.416772,0.3768,0.4961,0.6396,0.6606,0.7675,0.6165,0.8987,1.0341,1.029
Lung:NSCLC,ZT-02-092-01,4.275048,0.8099,0.7897,0.7295,0.7581,0.8356,0.767,0.8483,1.0128,1.0497
Lung:NSCLC,ZT-02-092-01,0.663448,0.4221,0.3604,0.4077,0.658,0.6738,0.8358,0.9175,0.969,0.9352
Lung:NSCLC,ZT-02-092-01,5.389423,0.8995,0.9123,0.7912,0.8686,0.8797,0.8202,0.8907,0.8915,0.7839
Lung:NSCLC,ZT-02-092-01,1.302579,0.4395,0.486,0.4831,0.632,0.7283,0.8649,0.8707,0.8701,1.0631
Lung,ZT-02-092-01,-0.234189,0.0797,0.0967,0.0773,0.0756,0.1105,0.8511,1.076,1.0289,1.0887
Intestine,ZT-02-092-01,0.560179,0.3858,0.4063,1.0622,0.5702,0.5929,0.5651,0.7376,1.0258,1.01
Intestine,ZT-02-092-01,3.154543,0.6483,0.6661,0.7177,0.7606,0.7862,0.8748,1.0036,0.9582,0.9841
Leukemia,ZT-02-092-01,-1.305006,0.1209,0.079,0.0754,0.0755,0.0821,0.1089,0.6803,0.7893,1.1109
Brain,ZT-02-092-01,0.899916,0.3796,0.441,0.4639,0.5793,0.749,0.8243,1.1169,1.1687,1.1585
Brain,ZT-02-092-01,3.069447,0.6893,0.7146,0.9455,0.9564,0.9389,1.137,1.0161,1.1328,1.0249
Lung,ZT-02-092-01,5.618273,0.9021,0.975,0.9551,0.8418,0.9996,0.986,1.0336,1.0957,1.1161
Brain,ZT-02-092-01,3.836353,0.7504,0.8935,0.8,1.0047,0.93,0.9288,1.0851,1.0947,1.1137
Leukemia,ZT-02-092-01,1.67138,0.3853,0.2915,0.2459,0.2217,0.3259,0.5648,0.9703,1.0136,1.012
Bone,ZT-02-092-01,-0.408788,0.361,0.4254,0.3782,0.3709,0.4883,0.6658,0.8401,1.1505,1.0026
Testes,ZT-02-092-01,1.250688,0.496,0.5228,0.4889,0.5861,0.549,0.6287,0.7847,1.0985,1.0707
